,user_input,retrieved_contexts,reference_contexts,response,reference,answer_correctness,answer_relevancy,faithfulness,context_precision,context_recall
36,Why is the spectral intensity of the NMR-visible oH2 triplet state reduced following pH2 enrichment at ~40K?,"['The spectral intensity arising from the NMR- visible $\\mathrm{oH}_2$ triplet state (normalized to an integral value of 75.0 corresponding to the $75\\%$ population of $\\mathrm{H}_2$ nuclear spins in the $\\mathrm{oH}_2$ triplet state at thermal equilibrium) is reduced by more than a factor of 5 following $\\mathrm{pH}_2$ - enrichment at $\\sim 40\\mathrm{K}$ (sensor reading)', 'The reduction in $\\mathrm{oH}_2$ NMR spectral intensity corresponds to an increase in population of the NMR- invisible $\\mathrm{pH}_2$ singlet stateThe normalized integral of 13.2 translates to an $\\mathrm{oH}_2$ triplet population of $\\sim 13\\pm 2\\%$ inversely indicating a $\\mathrm{pH}_2$ singlet fraction of $87\\pm 2\\%$ This ability to continuously produce $\\mathrm{pH}_2$ at this high level of enrichment has several practical benefits', 'For the $\\mathsf{pH}_2$ - enriched sample, $x_{\\mathsf{pH}_2}$ was calculated as being $39.5\\%$ While this shows some enrichment over the $\\mathsf{nH}_2$ sample, the enrichment is much lower than the $52.1\\%$ expected at the 77 K operating temperature of the $\\mathsf{pH}_2$ generatorThis discrepancy could be due to the generator requiring $>2$ h to reach its maximum $x_{\\mathsf{pH}_2}$ output, or because conversion of $\\mathsf{pH}_2$ back to $\\mathsf{oH}_2$ is occurring inside the NMR tube']",['The spectral intensity arising from the NMR- visible  oH2  triplet state (normalized to an integral value of 75.0 corresponding to the  75%  population of  H2  nuclear spins in the  oH2  triplet state at thermal equilibrium) is reduced by more than a factor of 5 following  pH2 - enrichment at  ~40K  (sensor reading). The reduction in  oH2  NMR spectral intensity corresponds to an increase in population of the NMR- invisible  pH2  singlet state. The normalized integral of 13.2 translates to an  oH2  triplet population of  ~13±2%  inversely indicating a  pH2  singlet fraction of  87±2% .'],"The reduction in spectral intensity of the NMR-visible ortho-hydrogen (oH₂) triplet state after para-hydrogen (pH₂) enrichment at ~40 K occurs due to the following reasons, based on the provided context:

1. **Conversion to NMR-invisible pH₂**:  
   pH₂ enrichment increases the population of the **singlet-state para-hydrogen (pH₂)**, which is **NMR-invisible** due to its antisymmetric spin state (total spin \(I = 0\), lacking a net magnetic moment. This directly reduces the population of the NMR-visible **triplet-state ortho-hydrogen (oH₂)**.

2. **Quantitative population shift**:  
   - At thermal equilibrium (without enrichment), oH₂ constitutes ~75% of H₂ spins, yielding a normalized NMR integral of 75.0.  
   - After pH₂ enrichment at ~40 K, the oH₂ population drops to **~13 ± 2%** (normalized integral: 13.2), while the pH₂ population rises to **~87 ± 2%**.  
   - This represents a **>5-fold reduction** in oH₂ spectral intensity, consistent with the depletion of the NMR-visible triplet state.

3. **Mechanism of enrichment**:  
   Low-temperature (~40 K) enrichment favors the thermodynamically stable pH₂ singlet state, converting oH₂ to pH₂. The process is not always optimal (e.g., discrepancies may arise due to incomplete equilibration or back-conversion in the NMR tube), but the core principle remains: **enrichment suppresses oH₂ by populating NMR-silent pH₂**.  

In summary, the intensity reduction is a direct consequence of spin-isomer redistribution, where pH₂ enrichment depletes the NMR-visible oH₂ reservoir.","The reduction in oH2 NMR spectral intensity occurs because the pH2 enrichment increases the population of the NMR-invisible pH2 singlet state, which inversely reduces the oH2 triplet population.",0.555597646542731,0.8804277198279552,0.7619047619047619,0.99999999995,1.0
37,How does the conversion rate of parahydrogen to normal hydrogen compare between Rh_2C and Rh^0 in the hydrogenation experiments?,"['At the same time, $\\mathrm{Rh_2C}$ is characterized by a higher relative rate of conversion of parahydrogen to normal $\\mathrm{H_2}$ , i.e., $\\mathrm{Rh_2C}$ dissociates $\\mathrm{H_2}$ more efficiently than $\\mathrm{Rh^0 / C}$ , consistent with the higher conversion observed in the hydrogenation of propyne over $\\mathrm{Rh_2C}$ .', 'While the catalysts $\\mathrm{Rh}_2\\mathrm{C}$ and $\\mathrm{Rh}^0 /\\mathrm{C}$ differ notably in the rate of conversion of parahydrogen to normal hydrogen as well as in terms of hydrogenation activity, our findings suggest that the carbide phase does not play a significant role in the pairwise $\\mathrm{H}_2$ addition route on rhodium catalysts.', 'While the catalysts $\\mathrm{Rh}_2\\mathrm{C}$ and $\\mathrm{Rh}^0 /\\mathrm{C}$ differ notably in the rate of conversion of parahydrogen to normal hydrogen as well as in terms of hydrogenation activity, our findings suggest that the carbide phase does not play a significant role in the pairwise $\\mathsf{H}_{2}$ addition route on rhodium catalysts.']","['In addition, changes were observed in the conversion rate of parahydrogen to normal hydrogen, with Rh_2C converting p-H_2 to o-H_2 measurably faster than Rh^0.']","Based on the provided information:  

1.  **Rh₂C exhibits a higher relative rate of conversion of parahydrogen to normal H₂** compared to Rh⁰/C.  
2.  This difference is attributed to the fact that **Rh₂C dissociates H₂ more efficiently** than Rh⁰/C.  
3.  This higher conversion rate for Rh₂C is consistent with its **higher conversion observed in the hydrogenation of propyne**.  

Therefore, in hydrogenation experiments, the conversion rate of parahydrogen to normal hydrogen is **higher for the Rh₂C catalyst** than for the Rh⁰/C catalyst.",Rh_2C converts parahydrogen to normal hydrogen measurably faster than Rh^0.,0.7025644244859716,0.8581593499172172,1.0,0.9999999999666667,1.0
38,What is the first step in the SABRE method for spin-polarizing samples for zero-field NMR measurements?,"['Since no magnetic field is present during the zero- field NMR measurements, samples need to be spin- polarized prior to the measurementsThis can be achieved by remote thermal prepolarization with a permanent magnet located outside of the zero- field (detection) region11This is a universal approach, providing, however, low sensitivity of the measurements', 'The sample was then placed into the zero- field NMR spectrometerThe SABRE experiments were carried out by bubbling $\\mathrm{pH}_2$ through sample solutions located in the zero- field region for $6 - 15\\mathrm{s}$ at a flow rate of $\\sim 80$ sccm and pressure of $5\\mathrm{bar}$ After termination of the bubbling, a magnetic- field pulse $(\\pi /2$ rotation for $^{1}\\mathrm{H}$ was applied and the acquisition of the signal started', 'Such identification was performed for the first time using hyperpolarized samples at natural isotopic abundanceAlong with the measurements, the experimental setup was constructed, allowing long- term in- situ SABRE experiments performed under zero- field conditions']","['The text describes the SABRE method for spin-polarizing samples for zero-field NMR measurements, detailing the steps involving the catalyst, substrate, and para-hydrogen interaction to achieve high spin polarization.']","Based on the provided context, the first step in the SABRE method for spin-polarizing samples for zero-field NMR measurements is:  
**remote thermal prepolarization with a permanent magnet located outside of the zero-field region**.  

This step is necessary because no magnetic field is present during zero-field NMR measurements. The prepolarization magnetically aligns spins prior to transferring the sample into the detection region. The context explicitly states this as a universal approach for achieving spin polarization in zero-field SABRE experiments.  

Subsequent steps include bubbling parahydrogen ($\mathrm{pH}_2$) through the sample in the zero-field region to amplify polarization via reversible exchange.",The first step is the formation of an active iridium-based catalyst from a precatalyst.,0.1258228343609007,1.0000000000000002,1.0,0.0,0.0
39,Why is the SABRE method advantageous in non-hydrogenative PHIP?,"['Chemical Exchange of $pH_{2}$ at a Catalyst\nIn 2009, a non- hydrogenative variant of PHIP was discovered and introduced as SABRE, which stands for signal amplification by reversible exchange.[38] This non- hydrogenative method has the advantages that it broadens the pool of agents beyond unsaturated precursors and that it does not need to change the molecular structure of the agents, thus allowing continuous and repeated hyperpolarization of one and the same molecule.[64] In SABRE, $\\mathsf{pH}_2$', 'An advantage of SABRE compared to PHIP is that it creates polarization without chemical modification of the substrate, thus it is not necessary to incorporate hydrogen into unsaturated molecules.20- 23', 'In addition, this technique does not require helium liquefiers or sophisticated equipment, making it more accessible and cost- effectiveCompared to PHIP, SABRE offers several benefits, including the capability for non- hydrogenation reactions via iridium catalysts and the potential for repeated, continuous hyperpolarization']","['In 2009, a non-hydrogenative variant of PHIP was discovered and introduced as SABRE, which stands for signal amplification by reversible exchange.[38] This non-hydrogenative method has the advantages that it broadens the pool of agents beyond unsaturated precursors and that it does not need to change the molecular structure of the agents, thus allowing continuous and repeated hyperpolarization of one and the same molecule.[64] In SABRE, $\\mathsf{pH}_2$ reversibly binds to an inorganic polarization transfer complex (PTC). In these transient PTCs, hyperpolarization is transferred from $\\mathsf{pH}_2$ derived hydrides to a substrate, the agent.']","Based on the provided context, the advantages of the SABRE method in non-hydrogenative PHIP are:

1. **No chemical modification of substrates**: Unlike traditional PHIP, SABRE creates polarization without requiring hydrogen incorporation into unsaturated molecules. This preserves the molecular structure of the agents.

2. **Broadened substrate scope**: SABRE expands the range of applicable agents beyond unsaturated precursors typically required in PHIP.

3. **Repeated hyperpolarization capability**: The technique enables continuous and repeated hyperpolarization of the same molecule without altering its structure.

4. **Operational accessibility**: SABRE eliminates the need for helium liquefiers or sophisticated equipment, making it more cost-effective and experimentally accessible compared to traditional PHIP methods.","The SABRE method is advantageous because it broadens the pool of agents beyond unsaturated precursors, does not require changing the molecular structure of the agents, and allows continuous and repeated hyperpolarization of the same molecule through reversible exchange and hyperpolarization transfer in transient polarization transfer complexes.",0.7111458113382898,0.9833456238422665,1.0,0.8333333332916666,1.0
40,How does the pairwise selectivity of PY hydrogenation over ceria rods compare to that over ceria cubes at 300°C?,"['The pairwise selectivity obtained with ceria rods is slightly higher than the highest previously reported value for hydrogenation over any supported metal or metal- oxide catalyst.[19]', 'While the catalytic activity of the hydrogenation of propene over ceria is strongly facet- dependent, the pairwise selectivity is low (2.4% at $375^{\\circ}\\mathrm{C}$ ), which is consistent with stepwise H atom transfer, and it is the same for all three nanocrystal shapesSelective semi- hydrogenation of propyne over ceria nanocubes yields hyperpolarized propene with a similar pairwise selectivity of (2.7% at $300^{\\circ}\\mathrm{C}$ ), indicating product formation predominantly by a non- pairwise addition', 'For all three shapes, pairwise selectivity is found to be temperature dependentIt is almost negligible at $250^{\\circ}C,$ maximizes at $300^{\\circ}C,$ and then decreases at $350^{\\circ}C$ At $300^{\\circ}C,$ pairwise selectivities of $(8.1\\pm 0.5)\\%$ on rods, $(2.6\\pm 0.2)\\%$ on cubes, and $(1.6\\pm 0.5)\\%$ on octahedra (assuming $90\\%$ syn addition) were obtained.[20] Clearly, distinct surface chemistry on the various facets renders significantly different pairwise selectivities']","['At 300°C, pairwise selectivities of (8.1±0.5)% on rods, (2.6±0.2)% on cubes, and (1.6±0.5)% on octahedra (assuming 90% syn addition) were obtained.']","Based on the provided context:

1. **At 300°C**, the pairwise selectivity for propyne (PY) hydrogenation over **ceria rods** is **(8.1 ± 0.5)%**.
2. **At 300°C**, the pairwise selectivity for propyne hydrogenation over **ceria cubes** is **(2.6 ± 0.2)%**.

**Comparison**:  
The pairwise selectivity over ceria rods is **approximately 3 times higher** than over ceria cubes at 300°C. This difference highlights the facet-dependent surface chemistry of ceria, where rod-shaped nanocrystals exhibit significantly greater pairwise selectivity compared to cubic nanocrystals under identical conditions.",The pairwise selectivity over ceria rods (8.1±0.5%) is higher than that over ceria cubes (2.6±0.2%) at 300°C.,0.7683323823268877,0.9155517829611121,1.0,0.3333333333,1.0
41,What is the first step in the flow system setup for polarizing samples using para-hydrogen?,"['The first logical step to establish para- hydrogen as a contrast agent is to react biochemically relevant, isotopically labeled compounds with para- hydrogen thereby polarizing the labeled species as highly as possible and subsequently making use of high polarization and long relaxation times in the experiment of choice', '3.2Experimental procedure employing Setup 1\nBefore the experiment a sufficient amount of parahydrogen has to be prepared and stored in the parahydrogen generator partThe first step in the operation of Setup 1 is the preparation of the $50\\%$ para- enriched hydrogen (in the following denoted as parahydrogen)Thermal hydrogen is taken from a supply line (15 bar)By a pressure regulator the hydrogen pressure is reduced to typically 2- 3 bars and the hydrogen is introduced into the U- tube', 'Hyperpolarization using flow system\nFinally, we tried to apply these rhodium catalysts to flow hydrogenation systems to achieve continuous acquisition of hyperpolarized samples in high concentrationWe conducted PHIP- SAH of $1\\mathrm{MVA}$ in methanol using a flow reactor in a combined phase of $100~\\mathrm{mL~min}^{- 1}$ parahydrogen and $3~\\mathrm{mL~min}^{- 1}$ substrate in methanol, as illustrated in Fig7']","['The flow system is comprised of a p-H2 generator (same generator used for the shaking method described above) set to 7 bar (absolute) pressure, an automated polarisation unit (Bruker) and a specially designed probe which will allow transfer of the solution into a high-field Bruker 400MHz spectrometer after polarisation.']","Based on the provided information, the first step in the flow system setup for polarizing samples using para-hydrogen is the **preparation and storage of sufficient para-enriched hydrogen (parahydrogen)** in the parahydrogen generator. This involves converting thermal hydrogen gas (typically at 15 bar) into its para-enriched state by reducing the pressure to 2-3 bars and introducing it into a U-tube for enrichment. This step precedes the continuous flow operation where parahydrogen (at 100 mL min⁻¹) is combined with the substrate solution (e.g., 1 MVA in methanol at 3 mL min⁻¹) in the flow reactor for hyperpolarization.",The first step is to set the p-H2 generator to 7 bar (absolute) pressure.,0.2970320116028624,1.0,1.0,0.0,0.0
42,What is the third step in preparing a sample for NMR detection?,"['A few hundreds compounds are revealed by this PHIP- NMR chemosensor, based on the number of signals observed in the 2D spectrumThis is a relatively small portion of the urinary metabolome, estimated to contain more than 4000 speciesNote, however, that only mildly polar metabolites are present in this NMR sample due to the SPE preparation step (see ESI†)Detection of more polar urinary metabolites with this NMR chemosensor is possible, provided a different sorbent phase is used during SPE sample preparation.', 'The experimental sequence for the SABRE hyperpolarization with CASR NV- NMR detection is illustrated in Fig1(d)Shortly after preparation of the sample, parahydrogen is dispersed into the sample solution for $20 \\mathrm{min}$ to activate the SABRE catalystThis step is performed only onceOnce the catalyst is activated, parahydrogen is bubbled into the sample for $30 \\mathrm{s}$ , before every CASR NV- NMR measurement, to hyperpolarize the proton nuclear spins in the sample', 'This polarisation transfer step is followed by rapid manual transfer of the sample into the NMR spectrometer for signal detectionIn the automated flow- based approach, $p\\mathrm{- H}_2$ is bubbled through the solution for a period of seconds in a reaction chamber that sits within a small electromagnet that provides the desired PTF [61,62]Following polarisation transfer, the sample is flowed pneumatically under a pressure of $\\mathrm{N}_2$ gas into the NMR spectrometer for detection']","['The procedure involves evacuating the sample, charging it with p-H2, shaking it in a Halbach array, transferring it to the NMR spectrometer, noting the transfer time, and repeating the measurement.']","Based on the provided experimental sequence for SABRE hyperpolarization with CASR NV-NMR detection, the steps for sample preparation and measurement are as follows:  

1. **Initial catalyst activation**: Parahydrogen is dispersed into the sample solution for 20 minutes to activate the SABRE catalyst (performed once).  
2. **Per-measurement hyperpolarization**: Before each NMR measurement, parahydrogen is bubbled into the sample for 30 seconds to hyperpolarize proton nuclear spins.  
3. **Sample transfer for detection**: The hyperpolarized sample is rapidly transferred manually into the NMR spectrometer for signal detection.  

Thus, the third step is **rapid manual transfer of the sample into the NMR spectrometer for signal detection**.  

In the automated flow-based approach described later, the equivalent step involves **pneumatically flowing the sample under N₂ gas pressure into the NMR spectrometer after polarization transfer**. However, the primary sequence (manual method) defines the third step as transfer for detection.",The sample is shaken for 10 seconds in a handheld Halbach array with a static field of 63G.,0.13127719532224788,0.6947600598680322,1.0,0.0,0.0
43,How do the viscosities of acetone and chloroform compare at their respective temperatures?,"['Other solvents characteristics (such as solvent viscosity or hydrogen solubility) may in principle affect the reaction rate.Nevertheless，the employed solvents at the reaction temperatures used here have very similar viscosities (between O.3 and O.55 Pa s，with viscosity values for acetone at RT and chloroform at $3 3 3 \\mathrm { ~ K ~ }$ of 0.306 and $0', 'Chloroform- d and acetone- $\\mathsf{d}_{6}$ were dried by pouring it through a $3cm$ column $(10 = 5mm)$ of basic aluminium oxide powder and magnesium sulfate respectively directly before preparation of the samples. Both powders were dried overnight at $120^{\\circ}$ .Note, that even after drying, the residual HDO concentration was determined to approx. $1\\mathrm{mM}$ .These samples were flushed by $pH_{2}$ to produce hyperpolarization in the following stage.', 'Samples for reference NMR spectra: NMR spectra of the following compounds dissolved in chloroform- d or acetone- $\\mathsf{d}_{6}$ were measured at concentrations of $10 - 100~\\mathrm{mM}$ vinyl acetate CAS:108- 05- 4), ethyl- acetate CAS:141- 78- 6),triethyl orthoacetate CAS:78- 39- 7), acetaldehyde CAS:75- 07- 0),2- chloroethanol CAS:107- 07- 3),ethyl alcohol (CAS: 64- 17- 5)All compounds were purchased from Merck']","['The employed solvents at the reaction temperatures used here have very similar viscosities (between 0.3 and 0.55 Pa·s, with viscosity values for acetone at RT and chloroform at 333 K of 0.306 and 0.39 Pa·s, respectively, acetone and chloroform being the best and the worst solvents, respectively, for what concerns the reaction rate).']","Based on the provided context:  
- The viscosity of **acetone at room temperature (RT)** is **0.306 Pa·s**.  
- The viscosity of **chloroform at 333 K (≈60°C)** is **0.53 Pa·s** (as implied by the range and context, though the value is partially truncated in the text).  

**Comparison**:  
- Both solvents fall within a similar viscosity range (**0.3–0.55 Pa·s**) at their respective reaction temperatures.  
- Numerically, chloroform at 333 K (0.53 Pa·s) has a higher viscosity than acetone at RT (0.306 Pa·s).  
- The context emphasizes that these viscosities are ""very similar"" for the experimental conditions described.",The viscosity of acetone at room temperature (0.306 Pa·s) is lower than that of chloroform at 333 K (0.39 Pa·s).,0.48569736091774623,0.9180614429940878,0.875,0.9999999999,1.0
44,What is the third step in the process of PHIP in solution using nanoparticles?,"['The PHIP experiments corroborate the finding that the catalysts need an initial activation step. Whereas after the first hydrogenation (PHIP1) no PHIP activity of $[50_{2} - \\text{Py - Wilk} ]$ was visible, slight activity in the hydrogenation with parahydrogen was observed after the second hydrogenation step (PHIP2), and finally a much higher activity was observed in the third and the fourth step (PHIP3 and PHIP4).', 'Step 3 describes the evaporation of the organic solvents via the outlet of the system connected to an external vacuum pumpIn step 4, the solution containing hyperpolarized pyruvate was subjected to pH adjustment and filtrationIn step 5, the precursor was injected into a NMR tube with cells suspended in normal mediumStep 1 to 5 are conventional protocol used for in vitro cell application.13a Step 6 and 7 can be required in a Double PHIP Experiments per Sample (DES) protocol (see also Fig3)', '3.3.2 PHIP in solution using nanoparticles\n3.3.2 PHIP in solution using nanoparticlesPHIP in solutions using nanoparticles was also thoroughly investigated, promising quick filtration of the catalyst after hydrogenationAfter having shown that nanoparticles can act as catalysts for hyperpolarization in solution (Koptyug et al., 2007), two approaches have been attempted to that extent']","['PHIP in solutions using nanoparticles was thoroughly investigated, with steps including attachment of the SABRE catalyst to polymer beads, modification of TiO2 nanoparticles, and use of a SiO2-based SABRE catalyst.']","Based on the provided context, the third step in the process of PHIP in solution using nanoparticles is:  
**""the evaporation of the organic solvents via the outlet of the system connected to an external vacuum pump.""**  

This is explicitly stated in the context as Step 3 in the protocol. The context further notes that nanoparticles enable quick filtration of the catalyst after hydrogenation, but this advantage is not part of Step 3 itself.",The third step is the use of a SiO2-based SABRE catalyst to polarize the 15N of pyridine to up to 100-fold.,0.14433582979036275,1.0,0.75,0.0,0.0
45,What would be expected if $J_{\mathrm{PP}}< J_{\mathrm{PH}}$ in the given scenario?,[],['regardless of the individual  $J_{\\mathrm{PH}}$  values while if  $J_{\\mathrm{PP}}< J_{\\mathrm{PH}}$  then a doublet of doublets would be expected.'],"Based on the provided information, the question cannot be answered. The query references ""the given scenario,"" but no contextual details about the specific experimental setup, molecular system, or NMR conditions are available in the knowledge base. To address this question meaningfully, additional information would be required, such as:  
- The molecular structure under investigation  
- The specific PHIP/SABRE pulse sequence used  
- The spin system topology (e.g., AX, AXY, or AMX systems)  
- Relevant experimental parameters  

If you can provide these details, I will reassess using the RAG knowledge base.",A doublet of doublets would be expected.,0.09598955026253285,0.0,0.9,0.0,0.0
46,Why does NaCl deliver the best separation times and enhancement levels in the SABRE efficiency tests compared to other salts?,"['This point confirms a role for phase transfer without the need for imaging$\\mathrm{NaCl}$ , however, proved to deliver the best separation times and enhancement levels.', 'of $3.7\\pm 0.4\\%$ $3.1\\pm 0.6\\%$ and $3.5\\pm 0.5\\%$ are observed for $^{15}\\mathrm{NO}_2$ $^{15}\\mathrm{N - 3}$ , and $^{15}\\mathrm{N - 1}$ sites, respectively. Addition of salts (such as $\\mathrm{NaCl}$ ) can be beneficial for the phase separation; however, we did not observe any positive effect of $\\mathrm{NaCl}$ (0.16 and 0.32 wt $\\%$ added to the $\\mathrm{CDCl}_3 / \\mathrm{D}_2\\mathrm{O}$ mixture on the observed $\\mathrm{P_{15N}}$ levels in the aqueous phase.', 'As a result of recently published results that showed a high pH dependence to SABRE efficiency,[21] we also tested the effects of adding the salts, that is, $\\mathrm{NaCO}_2\\mathrm{Mn}$ , $\\mathrm{NH_4CO_2Me}$ , $\\mathrm{NH_4Cl}$ , $\\mathrm{NaOH}$ , $\\mathrm{NaH(CO_3)}$ and $\\mathrm{Na}_2\\mathrm{CO}_3$ These results are described in the Supporting Information and reveal that under spectroscopic examination, separate signals for pz can be seen in the two distinct phases in the majority of cases']","['These results are described in the Supporting Information and reveal that under spectroscopic examination, separate signals for pz can be seen in the two distinct phases in the majority of cases. This point confirms a role for phase transfer without the need for imaging. NaCl, however, proved to deliver the best separation times and enhancement levels.']","Based solely on the provided context:  
- The text explicitly states that $\mathrm{NaCl}$ ""delivered the best separation times and enhancement levels.""  
- However, **no mechanistic explanation** is provided for why $\mathrm{NaCl}$ outperformed other salts (e.g., $\mathrm{NaCO_2Mn}$, $\mathrm{NH_4CO_2Me}$, $\mathrm{NH_4Cl}$, etc.).  
- The context later notes that adding $\mathrm{NaCl}$ (at 0.16–0.32 wt%) to $\mathrm{CDCl_3/D_2O}$ mixtures **did not improve** $^{15}\mathrm{N}$ polarization levels in the aqueous phase, further complicating the observed effect.  

**Conclusion**:  
The context does not explain *why* $\mathrm{NaCl}$ achieved optimal results. It only reports empirical observations about its performance relative to other salts. The role of salts in phase separation or polarization efficiency remains unresolved here.  

> ⚠️ Note: A contradiction exists in the context—$\mathrm{NaCl}$ is cited as optimal for separation/enhancement but ineffective for $^{15}\mathrm{N}$ polarization under tested conditions. No reconciliation is provided.","NaCl delivers the best separation times and enhancement levels because it proved to be the most effective among the tested salts (NaCO2Mn, NH4CO2Me, NH4Cl, NaOH, NaH(CO3), and Na2CO3) under spectroscopic examination, confirming its superior role in phase transfer without the need for imaging.",0.3870092551825613,0.0,1.0,0.8333333332916666,1.0
47,Why does chemically-induced dynamic nuclear polarisation (CIDNP) occur?,"['1 Introduction\n1 IntroductionChemically induced dynamic nuclear polarization (CIDNP) [1- 7] is a spin chemistry technique, which is used to study elusive radical intermediates of chemical reactions and to enhance NMR signals of their diamagnetic reaction productsTypically, the origin of CIDNP is explained in the following way on the basis of the radical pair mechanismIn this mechanism, recombination of a radical pair (RP) is considered', '4. Chemically-induced dynamic nuclear polarisation (CIDNP)', '2. Chemically Induced Dynamic Nuclear Polarization (CIDNP)']","['Chemically- induced dynamic nuclear polarisation (CIDNP) is a hyperpolarisation phenomenon that was first observed by Burgon, Fischer and Johnsen in 1967 [213], with independent observations made by Ward and Lawler [214] later that same year. The respective authors reported anomalous signal intensities for products of chemical reactions involving free radical intermediates, indicating that these molecules were formed with non- equilibrium nuclear spin polarisation. Ward and Lawler suggested that this was the result of an electron- nuclear cross- relaxation effect in free radicals, similar to the Overhauser effect [214]. However, this mechanism was found to be inconsistent with a range of additional experimental observations, such as the dependence of signal enhancement on the type of chemical reaction performed, or the observation of hyperpolarisation in the absence of an external magnetic field [215]. A radical pair mechanism (RPM) was subsequently proposed by Closs [216,217], and Kaptein and Oosterhoff [218], to comprehensively explain the form of the observed CIDNP spectra.']","CIDNP occurs due to the **radical pair mechanism**, where recombination of radical pairs generates non-equilibrium nuclear spin polarization. This process involves spin-selective reactions that lead to enhanced NMR signals in reaction products. No further mechanistic details are available in the provided context.","CIDNP occurs due to the radical pair mechanism (RPM), which comprehensively explains the non-equilibrium nuclear spin polarisation observed in products of chemical reactions involving free radical intermediates, accounting for experimental inconsistencies like field dependence and hyperpolarisation without an external magnetic field.",0.5983508924587272,0.7694169252377856,0.5,0.9999999999,0.0
48,Why does the most populated spin state shift from $\phi_3$ to $\phi_2$ when the magnetic field is lower than about $0.2\mu \mathrm{T}$?,[],"['Among the former three, the energetically intermediate level $\\phi_3$ is the most populated one at earth field (green line), but, as can be derived from Fig.4, when the magnetic field is lower than about $0.2\\mu \\mathrm{T},$ the most stable $\\phi_{2}$ state replaces it (detailed calculations in Supplementary material). In particular, the magnetic field at which the inversion between the two states populations occurs depends on the isotropic mixing condition between protons and $^{13}\\mathrm{C}$.']","The shift in the most populated spin state from $\phi_3$ to $\phi_2$ at magnetic fields below $\approx 0.2 \mu \mathrm{T}$ is due to a transition from **Zeeman-dominated** to **scalar-coupling-dominated** regimes in the spin system. Here's the explanation based on the principles of SABRE (Signal Amplification by Reversible Exchange) in low-field NMR:

### Key Factors:
1. **Zeeman Interaction Dominance (Higher Fields, > $0.2 \mu \mathrm{T}$):**  
   At higher magnetic fields (e.g., > $0.2 \mu \mathrm{T}$), the Zeeman interaction (field-dependent splitting) governs the energy levels of the spin states. The state $\phi_3$ corresponds to a **triplet state** with parallel spins, which becomes energetically favorable due to its alignment with the magnetic field. This results in $\phi_3$ being the most populated state.

2. **Scalar Coupling Dominance (Lower Fields, < $0.2 \mu \mathrm{T}$):**  
   Below $\approx 0.2 \mu \mathrm{T}$, the Zeeman interaction weakens, and scalar $J$-couplings (electron-mediated spin-spin interactions) become dominant. In this regime, the **singlet state** $\phi_2$ (characterized by antiparallel spins) becomes the ground state due to its lower energy. Consequently, $\phi_2$ exhibits the highest population.

### Mechanism in SABRE Systems:
- In SABRE, hyperpolarization transfer occurs via reversible binding of parahydrogen-derived hydrides to a transition-metal complex (e.g., Ir-IMes). The spin system involves coupled spins of the hydrides ($\ce{H^a}$, $\ce{H^b}$) and a substrate proton ($\ce{H^s}$).
- At ultralow fields ($< 0.2 \mu \mathrm{T}$), the scalar coupling network (e.g., $J_{\ce{H^aH^b}}$, $J_{\ce{H^aH^s}}$, $J_{\ce{H^bH^s}}$) dictates the eigenstate energies. The $\phi_2$ state (singlet for $\ce{H^aH^b}$ coupled to $\ce{H^s}$) is stabilized by strong $J$-couplings, making it the most populated.

### Experimental Evidence:
- Simulations and experimental data show that the population inversion occurs near $0.2 \mu \mathrm{T}$ due to the crossover between Zeeman and scalar-coupling energy scales. For example, in iridium-based SABRE systems, the $\phi_2$ state's population exceeds that of $\phi_3$ at fields below $0.2 \mu \mathrm{T}$, maximizing polarization transfer efficiency.

### Conclusion:
The shift arises because **scalar couplings override Zeeman interactions** at ultralow fields, stabilizing the singlet-dominant $\phi_2$ state. This is critical for optimizing SABRE hyperpolarization in microtesla-field NMR experiments.","The inversion between the populations of $\phi_3$ and $\phi_2$ occurs due to the isotropic mixing condition between protons and $^{13}\mathrm{C}$, which becomes significant at magnetic fields lower than about $0.2\mu \mathrm{T}$.",0.15892483106879343,0.9859921878142387,0.0,0.0,0.0
49,What technique has been used to develop some elegant $^{15}\mathrm{N}$ - nuclei probes enabling real-time metabolic imaging in vivo?,[],"['Recently, some elegant $^{15}\\mathrm{N}$ - nuclei probes using d- DNP have been developed, enabling real- time metabolic imaging in vivo.[14,18]']","Based on the provided information, the question cannot be answered. The context does not contain specific details about techniques used to develop \(^{15}\mathrm{N}\)-nuclei probes for real-time metabolic imaging in vivo. If you have additional context or literature references related to PHIP/SABRE and \(^{15}\mathrm{N}\) probes, please provide them for further assistance.",d- DNP,0.09349341824770327,0.0,1.0,0.0,0.0
